TerritoryID;TerritoryName;OrderDate;OrderVolume
10;United Kingdom;2013-10-30;486864,6216
10;United Kingdom;2014-05-01;486367,4505
2;Northeast;2012-06-30;474686,8313
4;Southwest;2012-08-30;461504,8432
1;Northwest;2012-12-31;458854,3561
6;Canada;2013-08-30;453579,3542
1;Northwest;2014-03-01;451564,0002
4;Southwest;2011-08-01;450513,6799
6;Canada;2012-08-30;447671,6242
6;Canada;2014-03-31;447089,9426
4;Southwest;2013-02-28;445415,7571
6;Canada;2013-01-28;443917,2188
4;Southwest;2012-01-29;441476,1057
1;Northwest;2013-05-30;439650,1195
6;Canada;2014-03-01;435247,8007
6;Canada;2012-03-30;433168,2441
2;Northeast;2012-09-30;432675,0012
6;Canada;2011-10-01;430088,2119
3;Central;2013-06-30;427596,4269
5;Southeast;2012-03-30;422086,7495
6;Canada;2012-12-31;398456,8714
3;Central;2013-07-31;392829,8676
3;Central;2011-10-01;392787,5053
1;Northwest;2011-10-31;392044,8208
2;Northeast;2013-03-30;384092,3222
6;Canada;2012-01-29;381592,0443
3;Central;2012-03-30;378951,7032
2;Northeast;2013-02-28;377471,5013
1;Northwest;2013-08-30;372049,0869
10;United Kingdom;2014-01-29;368209,3217
6;Canada;2013-12-31;366763,7991
3;Central;2013-09-30;365239,6232
6;Canada;2011-07-01;360939,126
5;Southeast;2012-06-30;360740,8495
2;Northeast;2012-05-30;360682,8217
3;Central;2013-10-30;357425,0288
3;Central;2012-06-30;356299,3931
5;Southeast;2012-01-01;351251,7957
1;Northwest;2012-05-30;346581,6232
4;Southwest;2011-07-01;340848,546
5;Southeast;2011-07-01;340236,6095
3;Central;2014-05-01;336121,9402
1;Northwest;2011-07-01;333429,5585
5;Southeast;2013-07-31;328271,6099
1;Northwest;2013-11-30;326852,7955
2;Northeast;2013-06-30;323580,4705
4;Southwest;2012-04-30;320010,2955
3;Central;2013-03-30;319856,0998
3;Central;2012-09-30;319422,4749
2;Northeast;2012-08-30;319062,5452
6;Canada;2012-01-01;315469,6921
4;Southwest;2012-11-30;312701,4976
2;Northeast;2012-12-31;312669,4615
5;Southeast;2012-07-31;312659,1205
9;Australia;2013-07-31;311013,5164
5;Southeast;2013-06-30;310417,2471
2;Northeast;2013-07-31;309088,1051
3;Central;2012-05-30;306629,909
5;Southeast;2014-05-01;303545,8169
8;Germany;2013-06-30;297738,4627
7;France;2012-06-30;296651,4808
5;Southeast;2014-03-31;295833,0929
6;Canada;2012-11-30;293456,7725
6;Canada;2011-10-31;291300,685
3;Central;2014-01-29;288594,9962
3;Central;2013-12-31;286428,1702
3;Central;2011-07-01;284715,0216
5;Southeast;2011-10-31;283831,7016
1;Northwest;2012-01-29;283147,2224
3;Central;2014-03-31;281836,1068
5;Southeast;2012-09-30;281003,6741
1;Northwest;2012-08-30;279397,4549
5;Southeast;2012-02-29;277432,2305
3;Central;2012-07-31;277345,6309
2;Northeast;2012-07-31;272889,458
2;Northeast;2014-05-01;271127,7733
2;Northeast;2012-11-30;269839,3504
9;Australia;2014-05-01;269312,9198
6;Canada;2013-11-30;266793,6317
6;Canada;2011-08-31;264585,2045
3;Central;2012-12-31;263550,7642
5;Southeast;2013-09-30;263151,7829
3;Central;2012-10-30;259583,7205
5;Southeast;2012-10-30;259212,5879
9;Australia;2013-10-30;258343,032
1;Northwest;2011-08-01;257420,6611
6;Canada;2012-02-29;256888,8682
1;Northwest;2013-02-28;252232,4383
9;Australia;2014-01-29;250352,6973
2;Northeast;2013-10-30;248091,4733
5;Southeast;2013-10-30;247526,0754
3;Central;2013-04-30;245740,4846
10;United Kingdom;2013-06-30;245554,8469
3;Central;2013-05-30;244261,5401
3;Central;2012-01-29;243712,8995
5;Southeast;2012-12-31;240254,6478
5;Southeast;2013-03-30;240114,7286
6;Canada;2011-08-01;235548,9554
10;United Kingdom;2012-07-31;234853,8901
8;Germany;2014-03-31;234421,7278
5;Southeast;2013-04-30;233146,9175
3;Central;2012-08-30;230176,6281
10;United Kingdom;2014-03-31;226550,2358
8;Germany;2013-08-30;226285,7893
3;Central;2012-01-01;225588,7677
1;Northwest;2012-11-30;225074,1808
10;United Kingdom;2013-09-30;224986,377
7;France;2013-07-31;224027,4746
3;Central;2011-10-31;222720,4468
5;Southeast;2014-01-29;221202,661
2;Northeast;2014-01-29;219197,1166
3;Central;2013-02-28;218487,6571
7;France;2013-03-30;216518,9172
5;Southeast;2011-12-01;215605,3235
5;Southeast;2013-12-31;215215,6316
2;Northeast;2013-05-30;215034,07
8;Germany;2013-05-30;214210,0226
7;France;2012-09-30;213238,0125
8;Germany;2013-09-30;212933,9955
2;Northeast;2013-08-30;212906,1634
6;Canada;2012-04-30;209857,6001
5;Southeast;2012-05-30;207981,0326
10;United Kingdom;2012-06-30;205869,9333
2;Northeast;2013-09-30;204013,4618
3;Central;2013-01-28;202261,2412
2;Northeast;2012-10-30;202102,8341
5;Southeast;2013-05-30;200163,8831
2;Northeast;2013-04-30;199351,1058
3;Central;2012-04-30;198424,9678
5;Southeast;2013-02-28;196642,7644
2;Northeast;2014-03-01;196070,5946
8;Germany;2013-10-30;192358,5466
5;Southeast;2011-08-31;192046,7831
10;United Kingdom;2012-10-30;191685,7385
1;Northwest;2011-08-31;189307,8723
5;Southeast;2012-01-29;188639,7913
2;Northeast;2014-03-31;187500,0667
8;Germany;2014-03-01;186315,3311
7;France;2012-07-31;185342,9603
6;Canada;2011-12-01;185236,7369
3;Central;2013-08-30;182924,001
5;Southeast;2013-08-30;181786,2846
7;France;2013-10-30;181072,375
2;Northeast;2011-10-31;179292,0018
1;Northwest;2012-07-31;177818,454
10;United Kingdom;2013-12-31;175036,9368
8;Germany;2013-12-31;174312,5181
1;Northwest;2012-04-30;173118,0859
10;United Kingdom;2013-05-30;172285,5104
2;Northeast;2013-01-28;171608,4392
3;Central;2014-03-01;170639,0317
4;Southwest;2011-08-31;168381,0276
3;Central;2012-11-30;166677,7919
5;Southeast;2012-08-30;164670,5888
8;Germany;2014-05-01;163438,717
7;France;2012-12-31;161164,0922
10;United Kingdom;2012-09-30;160770,3985
9;Australia;2013-06-30;159835,4647
2;Northeast;2012-03-30;159123,4253
5;Southeast;2014-03-01;158680,0973
8;Germany;2014-01-29;158650,5944
2;Northeast;2013-12-31;158353,9397
2;Northeast;2013-11-30;157592,6529
5;Southeast;2013-01-28;157417,6261
5;Southeast;2011-05-31;156696,7946
5;Southeast;2011-08-01;155626,0559
9;Australia;2014-03-31;155521,0434
1;Northwest;2011-12-01;152210,5254
4;Southwest;2012-02-29;151309,6728
8;Germany;2013-07-31;151032,0361
9;Australia;2013-09-30;150900,9917
10;United Kingdom;2013-04-30;148784,4475
1;Northwest;2012-10-30;147585,5706
2;Northeast;2012-01-01;145942,0306
2;Northeast;2011-10-01;142667,3699
5;Southeast;2012-11-30;140842,1916
2;Northeast;2011-08-01;140000,0094
7;France;2014-05-01;138889,6812
2;Northeast;2012-04-30;138182,6675
5;Southeast;2012-04-30;137043,1447
10;United Kingdom;2012-12-31;136546,0676
8;Germany;2013-11-30;135117,3913
4;Southwest;2011-12-01;134782,3938
10;United Kingdom;2013-01-28;134702,5164
10;United Kingdom;2013-08-30;134152,9724
6;Canada;2011-05-31;133887,7647
1;Northwest;2012-02-29;132611,2304
10;United Kingdom;2013-03-30;129605,0549
5;Southeast;2013-11-30;129411,7493
3;Central;2013-11-30;128227,3865
10;United Kingdom;2014-03-01;126715,4386
4;Southwest;2011-05-31;113447,612
1;Northwest;2013-04-30;112601,7468
2;Northeast;2012-01-29;112092,6192
7;France;2012-05-30;109936,0248
1;Northwest;2011-05-31;109490,7017
3;Central;2012-02-29;108503,328
7;France;2014-01-29;104392,0974
7;France;2013-04-30;101342,7688
10;United Kingdom;2013-11-30;99431,1539
7;France;2012-10-30;99126,1407
9;Australia;2013-12-31;98961,0014
1;Northwest;2013-01-28;93173,9329
10;United Kingdom;2012-05-30;91280,8868
9;Australia;2014-03-01;86166,6163
9;Australia;2013-11-30;83544,6956
3;Central;2011-08-01;81919,1368
2;Northeast;2011-07-01;80580,1708
10;United Kingdom;2012-08-30;73581,4137
2;Northeast;2011-08-31;73412,4076
2;Northeast;2012-02-29;72290,7532
7;France;2013-02-28;72179,0234
7;France;2014-03-01;71781,5209
9;Australia;2013-08-30;71097,4868
7;France;2013-01-28;69756,4859
7;France;2013-05-30;68156,8735
3;Central;2011-08-31;67531,8171
2;Northeast;2011-12-01;65400,4476
7;France;2012-08-30;62792,5455
7;France;2013-08-30;62048,8353
9;Australia;2013-05-30;61338,0322
3;Central;2011-12-01;55307,5114
10;United Kingdom;2013-02-28;54154,9796
7;France;2013-11-30;46503,7266
10;United Kingdom;2012-11-30;41409,127
7;France;2012-11-30;41235,683
9;Australia;2011-11-07;38866,0108
9;Australia;2014-05-25;30303,3547
9;Australia;2014-03-03;29714,1579
9;Australia;2013-12-23;29516,0425
4;Southwest;2013-11-01;28533,2001
4;Southwest;2014-05-07;28355,3834
9;Australia;2012-03-19;28001,1736
9;Australia;2013-12-14;27311,8434
9;Australia;2014-03-27;27204,0837
9;Australia;2014-05-20;26874,0759
9;Australia;2014-03-20;26218,8989
9;Australia;2014-01-06;26215,2969
4;Southwest;2014-01-17;26200,5781
9;Australia;2013-10-21;26055,2815
9;Australia;2014-05-11;25640,4646
9;Australia;2013-11-21;25453,7638
9;Australia;2013-09-15;25451,9405
4;Southwest;2014-05-26;25437,7301
4;Southwest;2014-05-28;25399,8732
9;Australia;2014-05-08;25283,4171
9;Australia;2013-11-05;25247,9687
4;Southwest;2014-04-19;25222,6752
9;Australia;2014-01-07;25140,5847
4;Southwest;2014-04-08;24861,6276
4;Southwest;2014-01-07;24715,2703
9;Australia;2013-11-18;24606,0632
4;Southwest;2014-02-28;24376,842
2;Northeast;2011-05-31;24319,7881
9;Australia;2013-10-18;24047,1761
9;Australia;2014-03-25;24019,3414
9;Australia;2014-05-07;23982,9647
4;Southwest;2014-05-09;23866,0776
4;Southwest;2014-03-06;23818,9054
9;Australia;2012-05-01;23723,9304
6;Canada;2012-01-26;23723,9304
9;Australia;2014-05-12;23544,6553
9;Australia;2011-09-11;23499,306
9;Australia;2014-05-27;23357,3025
9;Australia;2014-05-21;23340,8049
9;Australia;2012-02-17;23329,9316
9;Australia;2011-07-06;23329,9316
4;Southwest;2014-03-28;23317,1358
9;Australia;2012-03-14;23302,3066
9;Australia;2011-12-16;23302,3066
9;Australia;2012-04-02;23302,3066
9;Australia;2014-03-23;22944,2538
9;Australia;2013-07-06;22888,4843
9;Australia;2013-08-11;22872,7269
4;Southwest;2014-01-27;22860,417
9;Australia;2014-03-18;22827,6099
9;Australia;2014-05-06;22811,6428
4;Southwest;2014-01-19;22795,0234
9;Australia;2014-05-24;22531,1383
4;Southwest;2014-05-06;22345,3104
9;Australia;2014-03-22;22247,6064
9;Australia;2013-12-30;21814,1148
9;Australia;2014-02-23;21725,1844
1;Northwest;2014-04-15;21723,9799
9;Australia;2011-11-18;21665,829
3;Central;2011-05-31;21664,3107
9;Australia;2014-04-11;21475,2997
9;Australia;2013-09-16;21447,0558
4;Southwest;2014-05-14;21379,43
4;Southwest;2014-05-22;21375,7503
9;Australia;2013-08-26;21319,9479
4;Southwest;2013-11-17;21100,3068
4;Southwest;2014-04-04;20837,2947
9;Australia;2013-12-10;20773,7685
9;Australia;2014-01-16;20713,4132
9;Australia;2013-06-11;20679,4674
4;Southwest;2014-02-09;20666,6827
9;Australia;2014-03-26;20593,9184
9;Australia;2014-05-14;20395,8587
9;Australia;2013-10-02;20308,3313
10;United Kingdom;2013-11-16;20307,5134
9;Australia;2014-04-30;20252,0648
9;Australia;2014-05-05;20181,9303
9;Australia;2012-04-11;20120,8218
4;Southwest;2013-07-23;20115,1441
4;Southwest;2013-08-04;20112,4919
9;Australia;2014-03-16;20103,8951
9;Australia;2014-04-06;20067,0766
4;Southwest;2014-05-21;19991,7045
9;Australia;2013-09-28;19969,2398
1;Northwest;2014-04-08;19887,8898
9;Australia;2014-03-21;19887,525
1;Northwest;2012-05-22;19769,942
6;Canada;2012-01-11;19769,942
9;Australia;2012-01-22;19769,942
9;Australia;2011-11-10;19769,942
9;Australia;2011-08-30;19769,942
9;Australia;2014-04-24;19664,3262
9;Australia;2013-10-09;19659,2543
9;Australia;2014-04-14;19627,7949
9;Australia;2011-06-26;19572,9426
9;Australia;2011-09-17;19572,9426
9;Australia;2014-05-17;19546,2793
9;Australia;2012-02-22;19545,3176
9;Australia;2014-01-19;19522,0688
4;Southwest;2014-02-16;19410,574
10;United Kingdom;2014-05-19;19404,9273
9;Australia;2011-12-14;19375,9432
9;Australia;2012-02-21;19348,3182
4;Southwest;2011-11-14;19348,3182
9;Australia;2011-10-14;19348,3182
9;Australia;2011-11-28;19320,6932
8;Germany;2014-04-06;19302,5491
1;Northwest;2014-04-28;19209,8287
9;Australia;2014-01-08;19167,065
10;United Kingdom;2014-05-14;19141,8378
9;Australia;2014-04-16;19107,1411
9;Australia;2013-12-26;19065,582
9;Australia;2013-10-31;18901,6662
9;Australia;2013-01-03;18866,2679
1;Northwest;2014-04-30;18723,3302
9;Australia;2014-01-03;18720,7556
9;Australia;2014-02-06;18684,2466
9;Australia;2014-02-09;18673,2628
9;Australia;2013-11-04;18642,809
9;Australia;2014-01-14;18579,4925
4;Southwest;2014-01-04;18523,1597
4;Southwest;2014-04-25;18490,7832
9;Australia;2013-06-01;18464,9371
4;Southwest;2013-11-10;18456,7933
4;Southwest;2014-04-09;18439,6105
9;Australia;2014-05-19;18425,0356
9;Australia;2014-04-21;18422,6267
9;Australia;2013-06-09;18354,5254
4;Southwest;2014-03-14;18315,6073
9;Australia;2013-03-16;18312,0482
10;United Kingdom;2014-04-02;18306,0822
9;Australia;2014-04-22;18305,8833
9;Australia;2014-01-23;18303,817
9;Australia;2014-02-12;18296,5903
4;Southwest;2014-04-24;18289,5956
9;Australia;2013-12-27;18271,8494
9;Australia;2014-01-02;18258,5012
4;Southwest;2014-02-06;18237,0088
4;Southwest;2014-05-29;18215,4946
9;Australia;2014-05-03;18189,6596
4;Southwest;2014-04-18;18152,9516
9;Australia;2014-03-08;18105,1271
4;Southwest;2014-04-29;18051,1259
9;Australia;2014-02-02;18050,2526
9;Australia;2014-02-04;18045,2581
9;Australia;2014-04-03;17950,2611
8;Germany;2014-03-02;17938,2167
9;Australia;2014-03-11;17926,8022
9;Australia;2014-05-13;17917,7522
9;Australia;2014-04-15;17884,094
9;Australia;2013-11-25;17866,9555
1;Northwest;2013-11-13;17795,8927
9;Australia;2013-08-12;17693,3818
9;Australia;2013-03-06;17679,3618
9;Australia;2013-11-23;17673,0277
4;Southwest;2014-02-24;17667,8345
9;Australia;2012-09-11;17663,7417
9;Australia;2013-09-06;17644,055
1;Northwest;2013-12-08;17615,4352
9;Australia;2013-12-13;17593,2138
4;Southwest;2013-11-16;17547,9089
9;Australia;2014-01-27;17513,499
9;Australia;2014-04-28;17498,4268
9;Australia;2014-03-28;17457,2215
9;Australia;2014-01-01;17443,7843
9;Australia;2013-06-02;17403,706
1;Northwest;2014-05-08;17393,3191
4;Southwest;2014-04-17;17392,9103
4;Southwest;2013-09-21;17259,8904
4;Southwest;2011-11-20;17163,9614
9;Australia;2014-02-05;17071,8859
8;Germany;2014-02-09;17069,6091
9;Australia;2013-12-11;17053,7084
9;Australia;2013-08-29;17031,2107
9;Australia;2014-04-25;17007,5087
1;Northwest;2014-05-14;16993,7181
1;Northwest;2013-11-23;16934,6778
4;Southwest;2014-05-19;16911,6608
9;Australia;2014-04-07;16894,5441
1;Northwest;2013-11-09;16879,3838
4;Southwest;2014-01-14;16869,6707
4;Southwest;2014-04-23;16819,3048
9;Australia;2014-04-23;16766,4306
4;Southwest;2014-05-15;16766,287
9;Australia;2013-12-25;16733,7116
9;Australia;2014-02-20;16729,5567
9;Australia;2014-03-04;16729,5236
9;Australia;2013-06-27;16682,4945
8;Germany;2014-05-11;16642,6705
9;Australia;2011-07-24;16588,4572
9;Australia;2013-07-29;16545,9388
9;Australia;2013-11-07;16530,69
9;Australia;2013-09-17;16524,8665
1;Northwest;2014-04-19;16489,6943
9;Australia;2014-02-19;16488,6447
1;Northwest;2013-11-10;16447,008
1;Northwest;2014-03-19;16409,626
9;Australia;2013-11-15;16407,9686
9;Australia;2012-03-22;16391,4578
1;Northwest;2014-04-20;16365,8459
10;United Kingdom;2014-04-18;16328,3533
4;Southwest;2013-06-24;16315,3584
4;Southwest;2014-04-30;16314,0765
10;United Kingdom;2014-05-17;16306,3748
8;Germany;2014-05-14;16294,927
4;Southwest;2014-04-07;16289,4354
4;Southwest;2014-02-10;16253,8984
9;Australia;2014-03-30;16199,2782
4;Southwest;2013-11-05;16189,3885
9;Australia;2011-09-28;16166,8334
4;Southwest;2014-02-02;16161,0121
9;Australia;2012-02-12;16139,2084
9;Australia;2013-07-08;16120,2709
8;Germany;2014-01-19;16094,2037
7;France;2014-03-19;16084,2036
9;Australia;2013-12-12;16076,756
9;Australia;2013-09-20;16075,0984
4;Southwest;2014-04-02;16067,6728
10;United Kingdom;2013-12-19;16059,6173
4;Southwest;2014-04-11;16057,7831
9;Australia;2013-02-04;16041,5218
9;Australia;2013-12-15;16033,6942
9;Australia;2013-08-06;15971,4714
9;Australia;2013-08-05;15949,0951
9;Australia;2013-02-08;15947,281
4;Southwest;2013-07-02;15905,3371
9;Australia;2014-04-10;15893,6683
10;United Kingdom;2014-03-30;15863,3583
1;Northwest;2011-10-08;15815,9536
4;Southwest;2012-04-15;15815,9536
4;Southwest;2011-09-11;15815,9536
9;Australia;2011-08-02;15815,9536
9;Australia;2011-11-02;15815,9536
9;Australia;2011-11-14;15815,9536
6;Canada;2012-05-18;15815,9536
4;Southwest;2012-03-22;15815,9536
4;Southwest;2012-02-26;15815,9536
9;Australia;2011-10-11;15815,9536
9;Australia;2012-01-11;15815,9536
7;France;2014-03-23;15791,4448
9;Australia;2014-04-26;15756,9687
4;Southwest;2014-03-17;15680,6686
4;Southwest;2014-04-10;15626,7667
9;Australia;2014-02-16;15625,01
9;Australia;2014-03-05;15622,203
4;Southwest;2012-06-01;15620,8604
9;Australia;2011-06-18;15618,9542
9;Australia;2011-09-29;15618,9542
4;Southwest;2012-05-05;15618,9542
9;Australia;2014-02-24;15598,5672
4;Southwest;2011-10-16;15591,3292
4;Southwest;2012-02-10;15591,3292
4;Southwest;2011-11-19;15591,3292
9;Australia;2012-03-02;15591,3292
1;Northwest;2012-04-19;15591,3292
9;Australia;2011-09-04;15591,3292
4;Southwest;2012-05-19;15591,3292
4;Southwest;2014-02-08;15564,9309
9;Australia;2013-04-28;15517,7252
4;Southwest;2014-03-16;15502,6533
9;Australia;2014-03-29;15484,6527
9;Australia;2013-08-13;15474,5862
9;Australia;2013-02-01;15468,7294
9;Australia;2013-08-22;15452,1766
9;Australia;2013-11-19;15451,7569
9;Australia;2014-01-28;15450,1877
9;Australia;2014-03-10;15431,3254
10;United Kingdom;2013-10-25;15430,9163
9;Australia;2011-06-21;15421,9548
9;Australia;2011-09-07;15421,9548
1;Northwest;2014-05-28;15399,9215
9;Australia;2012-05-06;15394,3298
9;Australia;2012-03-28;15394,3298
9;Australia;2012-03-20;15394,3298
9;Australia;2011-07-10;15394,3298
9;Australia;2013-01-17;15371,3522
9;Australia;2011-10-10;15366,7048
4;Southwest;2014-02-27;15362,3291
9;Australia;2013-09-04;15286,3383
9;Australia;2014-02-21;15273,0674
7;France;2014-05-11;15259,7078
4;Southwest;2013-11-29;15250,9561
9;Australia;2014-02-07;15237,0663
4;Southwest;2013-11-19;15223,707
9;Australia;2013-08-17;15221,3974
9;Australia;2013-10-26;15207,5298
4;Southwest;2013-12-11;15204,1925
9;Australia;2013-11-17;15197,386
8;Germany;2014-05-15;15181,9599
10;United Kingdom;2013-10-27;15180,2802
4;Southwest;2013-07-24;15139,4174
4;Southwest;2014-03-30;15133,3732
9;Australia;2013-09-24;15126,0803
9;Australia;2013-03-26;15106,7421
9;Australia;2014-01-11;15077,1949
4;Southwest;2013-11-03;15075,7696
4;Southwest;2013-08-08;15034,9399
1;Northwest;2013-11-26;15004,8395
10;United Kingdom;2014-03-18;15003,1156
9;Australia;2014-01-20;14949,468
10;United Kingdom;2014-03-19;14943,2467
9;Australia;2013-03-01;14936,0384
9;Australia;2014-04-13;14920,6717
9;Australia;2014-04-04;14918,2516
10;United Kingdom;2014-05-25;14916,6715
9;Australia;2013-12-19;14911,3456
4;Southwest;2013-11-11;14907,7542
1;Northwest;2014-04-07;14900,9917
1;Northwest;2014-04-14;14891,9749
4;Southwest;2014-02-17;14889,356
4;Southwest;2014-05-27;14877,19
9;Australia;2013-10-13;14867,3223
9;Australia;2012-09-17;14817,4669
4;Southwest;2014-05-03;14811,4314
7;France;2013-08-12;14811,2434
4;Southwest;2014-04-14;14788,6465
1;Northwest;2014-04-22;14786,6242
9;Australia;2013-03-17;14774,2291
4;Southwest;2014-04-03;14770,7786
4;Southwest;2014-04-15;14744,2361
4;Southwest;2013-11-18;14730,225
8;Germany;2014-04-27;14719,1967
9;Australia;2013-08-21;14718,3351
9;Australia;2014-03-24;14713,9373
1;Northwest;2014-05-07;14706,5447
1;Northwest;2014-01-09;14699,3622
10;United Kingdom;2014-05-21;14691,3179
9;Australia;2014-02-17;14690,6772
1;Northwest;2014-04-05;14673,2179
9;Australia;2014-01-05;14645,2284
4;Southwest;2013-11-28;14627,9792
4;Southwest;2014-04-21;14601,9675
9;Australia;2014-04-20;14601,3597
9;Australia;2013-10-27;14599,7245
1;Northwest;2014-03-27;14555,5796
9;Australia;2014-02-03;14544,0546
9;Australia;2013-06-07;14530,4298
8;Germany;2013-11-04;14489,3789
9;Australia;2014-05-04;14480,5171
7;France;2013-11-05;14479,1027
4;Southwest;2013-12-27;14478,5282
4;Southwest;2014-04-26;14457,5659
4;Southwest;2014-01-26;14443,5327
4;Southwest;2014-05-17;14437,9415
1;Northwest;2013-12-29;14417,5653
9;Australia;2013-01-16;14363,246
9;Australia;2013-09-12;14358,0277
7;France;2014-01-04;14334,9553
10;United Kingdom;2014-02-24;14312,4798
9;Australia;2014-01-30;14310,8889
4;Southwest;2013-10-04;14310,0709
4;Southwest;2014-05-18;14254,4893
10;United Kingdom;2014-02-10;14222,1126
4;Southwest;2013-12-22;14205,8581
4;Southwest;2014-03-27;14178,4212
9;Australia;2013-08-31;14120,8506
9;Australia;2013-11-24;14108,5078
9;Australia;2014-04-29;14092,242
9;Australia;2013-11-12;14056,0754
4;Southwest;2014-05-11;14043,8761
4;Southwest;2014-05-12;14009,0245
9;Australia;2014-01-25;13998,8364
9;Australia;2013-08-18;13994,3833
9;Australia;2014-05-09;13983,0462
4;Southwest;2014-03-26;13975,2004
4;Southwest;2013-11-09;13949,7855
9;Australia;2014-05-22;13940,6028
4;Southwest;2014-03-24;13930,3709
4;Southwest;2013-11-06;13925,6523
7;France;2014-05-23;13892,248
9;Australia;2013-12-01;13875,4301
10;United Kingdom;2014-01-23;13863,4517
9;Australia;2013-11-06;13833,6612
9;Australia;2013-11-29;13833,407
4;Southwest;2013-09-04;13819,8927
1;Northwest;2013-12-26;13817,1966
4;Southwest;2013-10-23;13795,2513
4;Southwest;2014-02-11;13771,7148
9;Australia;2013-10-23;13764,9522
7;France;2013-11-12;13763,1621
9;Australia;2013-12-16;13759,4934
9;Australia;2013-07-28;13752,8856
9;Australia;2014-05-29;13746,7529
9;Australia;2014-02-10;13740,9406
1;Northwest;2014-05-22;13735,8244
1;Northwest;2013-10-27;13731,4264
8;Germany;2013-11-24;13721,349
4;Southwest;2014-04-20;13674,6515
4;Southwest;2013-12-23;13660,0765
9;Australia;2013-04-10;13658,3623
9;Australia;2013-12-06;13657,4466
10;United Kingdom;2014-05-15;13648,3634
9;Australia;2013-04-30;13639,7896
9;Australia;2013-04-20;13634,0316
9;Australia;2014-02-01;13633,5235
7;France;2014-05-19;13622,3408
9;Australia;2014-04-05;13617,236
9;Australia;2014-05-10;13605,2686
9;Australia;2013-08-02;13596,959
9;Australia;2013-01-14;13584,7014
8;Germany;2013-08-18;13584,5277
4;Southwest;2014-04-05;13581,71
9;Australia;2013-10-05;13573,9641
9;Australia;2013-09-09;13573,2013
8;Germany;2013-11-10;13570,6268
9;Australia;2014-04-19;13569,0468
9;Australia;2013-11-10;13560,1292
1;Northwest;2014-02-15;13560,0408
4;Southwest;2014-04-22;13547,9742
10;United Kingdom;2013-11-17;13544,3719
1;Northwest;2014-04-24;13542,9686
9;Australia;2012-11-18;13536,6544
4;Southwest;2014-01-05;13533,8414
4;Southwest;2014-05-16;13515,1558
4;Southwest;2014-01-28;13507,3435
9;Australia;2014-01-26;13505,9183
4;Southwest;2014-01-02;13502,2495
10;United Kingdom;2014-01-02;13498,5917
1;Northwest;2013-11-05;13495,3211
9;Australia;2014-03-06;13491,564
9;Australia;2014-04-27;13490,1165
9;Australia;2014-01-09;13488,4483
9;Australia;2014-03-02;13482,7573
4;Southwest;2013-10-31;13462,8233
10;United Kingdom;2014-01-06;13459,8505
10;United Kingdom;2013-06-22;13433,4409
9;Australia;2013-10-25;13424,0044
4;Southwest;2011-09-07;13406,9724
4;Southwest;2012-02-15;13406,9724
9;Australia;2014-02-15;13399,3408
4;Southwest;2014-02-20;13386,2024
9;Australia;2012-11-11;13326,1837
4;Southwest;2013-11-12;13308,4104
9;Australia;2013-09-25;13306,3439
