ProductID;ProductName;OrderDate;OrderVolume
954;Touring-1000 Yellow, 46;2013-08-30;83204.043000
794;Road-250 Black, 48;2012-07-31;83013.689414
954;Touring-1000 Yellow, 46;2013-12-31;82965.636000
783;Mountain-200 Black, 42;2013-02-28;82373.746300
778;Mountain-100 Black, 48;2012-01-29;82349.756000
793;Road-250 Black, 44;2014-03-31;81607.890000
774;Mountain-100 Silver, 48;2011-07-01;81599.760000
779;Mountain-200 Silver, 38;2014-03-01;81321.217476
784;Mountain-200 Black, 46;2014-01-29;81242.646000
953;Touring-2000 Blue, 60;2013-07-31;81177.248880
793;Road-250 Black, 44;2014-01-29;81119.220000
795;Road-250 Black, 52;2013-06-30;80630.550000
973;Road-350-W Yellow, 40;2013-11-30;79946.530000
779;Mountain-200 Silver, 38;2013-01-28;79542.515200
966;Touring-1000 Blue, 46;2013-05-30;79154.938512
793;Road-250 Black, 44;2012-08-30;79086.876914
776;Mountain-100 Black, 42;2011-08-01;78974.766000
770;Road-650 Black, 52;2012-06-30;78578.997224
794;Road-250 Black, 48;2013-05-30;78315.231540
780;Mountain-200 Silver, 42;2013-02-28;78299.663400
781;Mountain-200 Silver, 46;2014-01-29;77951.664000
781;Mountain-200 Silver, 46;2012-08-30;77885.379400
793;Road-250 Black, 44;2013-09-30;77698.530000
969;Touring-1000 Blue, 60;2013-05-30;77655.120075
784;Mountain-200 Black, 46;2013-04-30;77455.910700
954;Touring-1000 Yellow, 46;2013-09-30;77243.868000
793;Road-250 Black, 44;2013-05-30;77209.860000
957;Touring-1000 Yellow, 60;2013-07-31;77053.142400
789;Road-250 Red, 44;2012-08-30;76232.520000
794;Road-250 Black, 48;2013-07-31;76232.520000
783;Mountain-200 Black, 42;2013-01-28;76226.451800
758;Road-450 Red, 52;2011-10-01;76107.078000
783;Mountain-200 Black, 42;2014-03-01;76101.868400
780;Mountain-200 Silver, 42;2013-09-30;76095.672000
795;Road-250 Black, 52;2012-07-31;75918.375000
782;Mountain-200 Black, 38;2012-08-30;75816.632200
967;Touring-1000 Blue, 50;2013-09-30;75813.426000
967;Touring-1000 Blue, 50;2014-05-01;75813.426000
784;Mountain-200 Black, 46;2013-09-30;75734.670000
780;Mountain-200 Silver, 42;2014-05-01;75167.676000
783;Mountain-200 Black, 42;2012-08-30;74996.992900
966;Touring-1000 Blue, 46;2014-03-01;74984.723268
974;Road-350-W Yellow, 42;2013-05-30;74907.347125
793;Road-250 Black, 44;2013-10-30;74766.510000
954;Touring-1000 Yellow, 46;2013-07-31;74764.435200
780;Mountain-200 Silver, 42;2014-01-29;74703.678000
795;Road-250 Black, 52;2012-06-30;74609.437500
781;Mountain-200 Silver, 46;2013-02-28;74571.108000
967;Touring-1000 Blue, 50;2013-07-31;74382.984000
780;Mountain-200 Silver, 42;2014-03-01;74239.680000
770;Road-650 Black, 52;2012-09-30;74078.683900
790;Road-250 Red, 48;2012-07-31;73917.201540
782;Mountain-200 Black, 38;2012-11-30;73767.534000
784;Mountain-200 Black, 46;2013-03-30;73767.534000
774;Mountain-100 Silver, 48;2011-08-01;73439.784000
781;Mountain-200 Silver, 46;2013-01-28;73328.256200
955;Touring-1000 Yellow, 50;2014-01-29;72952.542000
791;Road-250 Red, 52;2012-12-31;72811.830000
789;Road-250 Red, 44;2013-02-28;72811.830000
794;Road-250 Black, 48;2014-05-01;72811.830000
779;Mountain-200 Silver, 38;2012-11-30;71671.120400
784;Mountain-200 Black, 46;2013-08-30;71603.688000
974;Road-350-W Yellow, 42;2014-03-31;71441.580000
972;Touring-2000 Blue, 54;2013-07-31;71279.137020
754;Road-450 Red, 58;2011-10-01;71134.165708
974;Road-350-W Yellow, 42;2014-05-01;71083.011308
781;Mountain-200 Silver, 46;2013-05-30;70991.694000
758;Road-450 Red, 52;2012-03-30;70858.314000
751;Road-150 Red, 48;2012-03-30;70849.746000
783;Mountain-200 Black, 42;2013-11-30;70733.427792
770;Road-650 Black, 52;2013-03-30;70645.194451
790;Road-250 Red, 48;2012-10-30;70368.480000
795;Road-250 Black, 52;2013-09-30;70368.480000
969;Touring-1000 Blue, 60;2013-08-30;70181.060625
784;Mountain-200 Black, 46;2013-02-28;70079.157300
784;Mountain-200 Black, 46;2012-10-30;70079.157300
783;Mountain-200 Black, 42;2012-11-30;70079.157300
784;Mountain-200 Black, 46;2014-03-01;70008.210952
972;Touring-2000 Blue, 54;2014-05-01;69975.360000
793;Road-250 Black, 44;2012-10-30;69924.314414
967;Touring-1000 Blue, 50;2014-01-29;69614.844000
967;Touring-1000 Blue, 50;2013-10-30;69614.844000
792;Road-250 Red, 58;2013-09-30;69391.140000
758;Road-450 Red, 52;2012-01-01;69108.726000
760;Road-650 Red, 60;2012-06-30;68960.434868
974;Road-350-W Yellow, 42;2013-07-31;68468.929876
794;Road-250 Black, 48;2014-03-31;68413.800000
974;Road-350-W Yellow, 42;2013-08-30;68379.798000
780;Mountain-200 Silver, 42;2013-08-30;68207.706000
780;Mountain-200 Silver, 42;2013-04-30;67942.565000
790;Road-250 Red, 48;2013-04-30;67925.130000
770;Road-650 Black, 52;2012-05-30;67519.889866
795;Road-250 Black, 52;2014-03-31;67436.460000
789;Road-250 Red, 44;2013-01-28;67436.460000
793;Road-250 Black, 44;2013-08-30;67436.460000
763;Road-650 Red, 48;2012-06-30;67378.168676
974;Road-350-W Yellow, 42;2013-06-30;67359.204000
751;Road-150 Red, 48;2012-01-01;67271.476000
789;Road-250 Red, 44;2013-04-30;66947.790000
794;Road-250 Black, 48;2012-05-30;66755.812500
780;Mountain-200 Silver, 42;2013-01-28;66699.713200
972;Touring-2000 Blue, 54;2013-09-30;66637.438140
760;Road-650 Red, 60;2012-12-31;66561.979900
749;Road-150 Red, 62;2012-01-01;66555.822000
795;Road-250 Black, 52;2013-10-30;66459.120000
760;Road-650 Red, 60;2012-07-31;66445.862483
974;Road-350-W Yellow, 42;2013-09-30;66338.610000
793;Road-250 Black, 44;2013-02-28;66319.500000
782;Mountain-200 Black, 38;2013-11-30;66095.712000
789;Road-250 Red, 44;2012-10-30;65970.450000
753;Road-150 Red, 56;2011-10-31;65840.168000
752;Road-150 Red, 52;2012-01-01;65840.168000
760;Road-650 Red, 60;2013-03-30;65762.703708
762;Road-650 Red, 44;2012-09-30;65597.649416
792;Road-250 Red, 58;2012-12-31;65446.875000
796;Road-250 Black, 58;2012-09-30;65446.875000
955;Touring-1000 Yellow, 50;2014-03-31;65323.518000
763;Road-650 Red, 48;2012-09-30;65292.909708
972;Touring-2000 Blue, 54;2014-03-31;65179.618140
750;Road-150 Red, 44;2012-01-01;65124.514000
775;Mountain-100 Black, 38;2011-08-31;64799.808000
779;Mountain-200 Silver, 38;2012-08-30;64628.293600
784;Mountain-200 Black, 46;2013-11-30;64379.977476
765;Road-650 Black, 58;2012-06-30;64361.778000
792;Road-250 Red, 58;2012-06-30;64137.937500
794;Road-250 Black, 48;2013-04-30;64137.937500
793;Road-250 Black, 44;2013-04-30;63701.625000
969;Touring-1000 Blue, 60;2013-11-30;63541.187268
760;Road-650 Red, 60;2012-09-30;63422.190000
781;Mountain-200 Silver, 46;2013-04-30;63385.441800
795;Road-250 Black, 52;2013-07-31;63038.430000
793;Road-250 Black, 44;2014-03-01;63038.430000
758;Road-450 Red, 52;2011-07-01;62985.168000
968;Touring-1000 Blue, 54;2013-07-31;62939.448000
792;Road-250 Red, 58;2012-09-30;62829.000000
780;Mountain-200 Silver, 42;2012-11-30;62665.416252
954;Touring-1000 Yellow, 46;2013-05-30;62557.996800
791;Road-250 Red, 52;2013-02-28;62549.760000
796;Road-250 Black, 58;2013-06-30;62549.760000
794;Road-250 Black, 48;2012-08-30;62392.687500
753;Road-150 Red, 56;2012-01-29;62261.898000
794;Road-250 Black, 48;2014-03-01;61572.420000
761;Road-650 Red, 62;2012-06-30;61543.014000
796;Road-250 Black, 58;2013-03-30;61520.062500
784;Mountain-200 Black, 46;2012-08-30;61515.567020
967;Touring-1000 Blue, 50;2014-03-31;61509.006000
758;Road-450 Red, 52;2011-10-31;61235.580000
790;Road-250 Red, 48;2012-08-30;61083.750000
795;Road-250 Black, 52;2012-10-30;61083.750000
750;Road-150 Red, 44;2012-03-30;60830.590000
749;Road-150 Red, 62;2011-10-31;60830.590000
784;Mountain-200 Black, 46;2013-01-28;60243.486100
792;Road-250 Red, 58;2013-03-30;60211.125000
795;Road-250 Black, 52;2012-12-31;60211.125000
749;Road-150 Red, 62;2012-04-30;60114.936000
966;Touring-1000 Blue, 46;2013-11-30;60078.564000
957;Touring-1000 Yellow, 60;2014-03-01;60078.564000
957;Touring-1000 Yellow, 60;2013-11-30;60078.564000
974;Road-350-W Yellow, 42;2014-01-29;59874.848000
780;Mountain-200 Silver, 42;2013-05-30;59855.742000
762;Road-650 Red, 44;2013-03-30;59811.979708
752;Road-150 Red, 52;2011-10-01;59399.282000
781;Mountain-200 Silver, 46;2014-03-01;59391.744000
761;Road-650 Red, 62;2013-03-30;59366.928192
774;Mountain-100 Silver, 48;2012-02-29;59159.826000
773;Mountain-100 Silver, 44;2011-12-01;59159.826000
972;Touring-2000 Blue, 54;2013-10-30;59066.978880
796;Road-250 Black, 58;2012-12-31;58902.187500
776;Mountain-100 Black, 42;2011-08-31;58724.826000
791;Road-250 Red, 52;2012-07-31;58640.400000
793;Road-250 Black, 44;2013-11-30;58640.400000
762;Road-650 Red, 44;2012-07-31;58525.996932
781;Mountain-200 Silver, 46;2012-11-30;58414.034600
763;Road-650 Red, 48;2012-05-30;58276.614617
770;Road-650 Black, 52;2012-12-31;58254.456000
760;Road-650 Red, 60;2012-05-30;58002.646416
765;Road-650 Black, 58;2013-03-30;57932.803708
787;Mountain-300 Black, 44;2012-06-30;57671.466000
792;Road-250 Red, 58;2013-12-31;57663.060000
765;Road-650 Black, 58;2012-09-30;57628.064000
753;Road-150 Red, 56;2011-08-01;57252.320000
752;Road-150 Red, 52;2012-03-30;57252.320000
792;Road-250 Red, 58;2013-06-30;57174.390000
793;Road-250 Black, 44;2014-05-01;57174.390000
763;Road-650 Red, 48;2013-03-30;57158.270000
974;Road-350-W Yellow, 42;2013-10-30;57153.264000
781;Mountain-200 Silver, 46;2013-08-30;57071.754000
953;Touring-2000 Blue, 60;2014-01-29;56854.980000
775;Mountain-100 Black, 38;2012-02-29;56699.832000
765;Road-650 Black, 58;2012-12-31;56688.476000
794;Road-250 Black, 48;2013-10-30;56685.720000
760;Road-650 Red, 60;2012-10-30;56381.622219
786;Mountain-300 Black, 40;2012-07-31;56375.478000
754;Road-450 Red, 58;2012-04-30;56308.740192
762;Road-650 Red, 44;2012-10-30;56184.856832
974;Road-350-W Yellow, 42;2014-03-01;56132.670000
758;Road-450 Red, 52;2012-04-30;55986.816000
753;Road-150 Red, 56;2012-02-29;55821.012000
786;Mountain-300 Black, 40;2012-06-30;55727.484000
792;Road-250 Red, 58;2014-03-31;55708.380000
790;Road-250 Red, 48;2013-02-28;55708.380000
763;Road-650 Red, 48;2012-12-31;55435.692000
956;Touring-1000 Yellow, 54;2014-01-29;55310.424000
795;Road-250 Black, 52;2013-05-30;55219.710000
753;Road-150 Red, 56;2012-04-30;55105.358000
753;Road-150 Red, 56;2011-08-31;55105.358000
798;Road-550-W Yellow, 40;2012-06-30;55024.062500
953;Touring-2000 Blue, 60;2013-09-30;54974.878140
838;HL Road Frame - Black, 44;2012-06-30;54657.274000
954;Touring-1000 Yellow, 46;2014-03-01;54356.796000
955;Touring-1000 Yellow, 50;2013-09-30;54356.796000
954;Touring-1000 Yellow, 46;2013-11-30;54356.796000
743;HL Mountain Frame - Black, 42;2013-07-31;54253.920000
796;Road-250 Black, 58;2013-12-31;54242.370000
794;Road-250 Black, 48;2013-08-30;54242.370000
791;Road-250 Red, 52;2012-05-30;54242.370000
889;HL Touring Frame - Yellow, 54;2013-06-30;54242.060428
762;Road-650 Red, 44;2013-02-28;54127.394009
966;Touring-1000 Blue, 46;2013-08-30;53891.902350
788;Mountain-300 Black, 48;2012-07-31;53783.502000
748;HL Mountain Frame - Silver, 38;2012-06-30;53587.634400
761;Road-650 Red, 62;2012-09-30;53556.516000
797;Road-550-W Yellow, 38;2012-06-30;53423.362500
797;Road-550-W Yellow, 38;2013-07-31;53323.222708
953;Touring-2000 Blue, 60;2014-03-31;53210.430000
749;Road-150 Red, 62;2012-01-29;52958.396000
968;Touring-1000 Blue, 54;2014-05-01;52926.354000
779;Mountain-200 Silver, 38;2013-11-30;52895.772000
794;Road-250 Black, 48;2014-01-29;52776.360000
796;Road-250 Black, 58;2013-09-30;52776.360000
789;Road-250 Red, 44;2012-11-30;52776.360000
776;Mountain-100 Black, 42;2012-02-29;52649.844000
754;Road-450 Red, 58;2012-01-29;52487.640000
972;Touring-2000 Blue, 54;2014-01-29;52481.520000
794;Road-250 Black, 48;2013-01-28;52357.500000
784;Mountain-200 Black, 46;2013-05-30;52325.772000
791;Road-250 Red, 52;2012-10-30;52287.690000
762;Road-650 Red, 44;2012-12-31;52270.533224
770;Road-650 Black, 52;2012-07-31;52055.132675
889;HL Touring Frame - Yellow, 54;2013-07-31;51959.972216
953;Touring-2000 Blue, 60;2013-10-30;51752.610000
974;Road-350-W Yellow, 42;2013-12-31;51710.096000
784;Mountain-200 Black, 46;2012-11-30;51637.273800
801;Road-550-W Yellow, 48;2013-03-30;51622.575000
754;Road-450 Red, 58;2012-03-30;51612.846000
770;Road-650 Black, 52;2012-08-30;51569.600576
760;Road-650 Red, 60;2013-02-28;51553.314384
794;Road-250 Black, 48;2012-10-30;51484.875000
892;HL Touring Frame - Blue, 54;2013-07-31;51452.796884
765;Road-650 Black, 58;2012-05-30;51366.727867
762;Road-650 Red, 44;2013-04-30;51313.171351
795;Road-250 Black, 52;2013-12-31;51310.350000
795;Road-250 Black, 52;2014-05-01;51310.350000
797;Road-550-W Yellow, 38;2013-09-30;51094.344000
793;Road-250 Black, 44;2012-11-30;51048.562500
796;Road-250 Black, 58;2012-06-30;51048.562500
797;Road-550-W Yellow, 38;2013-03-30;51022.312500
955;Touring-1000 Yellow, 50;2013-12-31;51019.098000
772;Mountain-100 Silver, 42;2012-02-29;50999.850000
